workerId,postId,experimentID,taskID,clicks,time,clickorder,clicktime,scenarioTime,why,honestly
"AS68QSR9OKM0N","ilstinx3","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","1","39174","b3a","39174","39174,0,0","why:This makes it seem as if other groups are in the lab, but the assertion says otherwise.","honestly:#iread"
"A2M5VW97GIYLHB","ilspi96r","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","5","21619","b4b,b4a,bb,b3b,b3a","16331,18726,19861,20970,21619","21619,0,0","why:I am not sure, this is difficult to follow","honestly:#iread"
"A100VV1V2XDQI7","ilsp4avu","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","8","138197","bb,b4a,b4b,b2,b1,b3b,b3c,b3a","32980,70922,88694,107083,124700,130280,136194,138197","138197,0,0","why:I did not see how the words ""at least"" made a difference","honestly:#iread"
"A3BL2ZEODD79AZ","ilsohcju","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","3","25932","b3b,b3c,b3a","16428,17748,25932","25932,0,0","why:","honestly:#iread"
"A2XBHKT0KXRFE5","ilsr0ohi","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","3","360429","bb,b4a,b3a","271713,354578,360429","224266,18716,117447","why:","honestly:#iread"
"A144CG4DJ1O4P3","ilsot139","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","2","9102","b3b,b3a","6596,9102","9102,0,0","why:","honestly:#iread"
"A1TPGQAHLMY6UK","ilsrlw7h","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","4","68489","b4a,b3c,b3b,b3a","47332,60724,62485,68489","68489,0,0","why:","honestly:#iread"
"A77K8W55MJEKX","ilsonmdn","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","3","8258","b1,b2,b3a","6110,7368,8258","8258,0,0","why:only authorized people are allowed to enter the secure lab","honestly:#iread"
"A1XJ9VFOJ4LP2X","ilsp1yox","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","8","60889","b4b,b3b,b3c,b1,bb,b2,b4a,b3a","32599,47067,48277,55132,56401,58324,60074,60889","60889,0,0","why:I don't know. This one didn't make sense to me,","honestly:#iread"
"A3RQN5RZD1N2KP","ilso7lux","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","6","67393","b4b,b3b,b1,b4a,b3c,b3a","42949,51982,57840,62859,65686,67393","67392,0,0","why:Other groups might also be located in that room therefore other people not in the systems and logic group could enter the secure lab.","honestly:#iread"
"A3GYJ7ZDKUZP7L","ilsv4820","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","1","21111","b3a","21111","4510,3328,13273","why:Other groups in the room makes other factors at play.","honestly:#iread"
"A256YQIKQ2IO3W","ilstjud6","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","6","91947","bb,b4a,b4b,b3c,b3b,b3a","75018,83062,88847,90169,91285,91947","86043,482,5423","why:","honestly:#iread"
"A2749DC85C9H0F","ilsz2giw","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","5","225773","b3b,b3c,b4b,b4a,b3a","132348,136012,147107,150428,225773","152179,66816,6777","why:It clarifies the groups and locations.","honestly:#iread"
"A1WYZXOTTP17YO","ilso99u4","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","1","73654","b3a","73654","57348,3017,13289","why:both the system and logic groups are in secure lab","honestly:#iread"
"A39WGGJ22N4S4F","iltf7vzl","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","6","128382","bb,b3c,b4b,b4a,b3b,b3a","112648,119588,123475,125554,127218,128382","80335,15352,32695","why:","honestly:#iread"
"A3UNLVZ3F1EZBS","ilszsl9a","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","6","70109","b3b,b3c,b2,b4a,b4b,b3a","41389,44428,57773,63812,65279,70109","70108,0,0","why:","honestly:#iread"
"A3UQ9R1VDVVQKR","ilspuo56","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","3","29158","b1,bb,b3a","27361,28325,29158","15443,5393,8322","why:","honestly:#iread"
"A1YM0IWPC72J7V","ilspjq35","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","7","90223","b3b,b3c,bb,b4a,b4b,b2,b3a","48600,50905,71879,77947,79226,86885,90223","90223,0,0","why:Because there is definitely groups located in the secure lab room.","honestly:#iread"
"A2RMQFCSUFD6F6","ilsptbf9","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","1","74289","b3a","74289","74289,0,0","why:Making those two groups the only groups in the room makes the assertion true. ","honestly:#iread"
"APLMF2VYZL92B","ilsoaq1b","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","1","199685","b3a","199685","199685,0,0","why:","honestly:#iread"
"A1W36Q5THCHYUZ","ilsuglj3","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","6","14797","b3b,b1,b4b,b2,b4a,b3a","5197,8726,9469,13277,14203,14796","14797,0,0","why:","honestly:#iread"
"A29N8JHTKLT99B","ilsrx4lr","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","1","72805","b3a","72805","72805,0,0","why:Only","honestly:#iread"
"A93ALGAFX49BF","ilsvjd9a","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","5","31287","b4a,bb,b3c,b4b,b3a","5268,10790,20590,23227,31287","14549,852,15886","why:","honestly:#iread"
"A2ISQVMIK1WF0H","ilssild8","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","4","142622","b3b,b4a,bb,b3a","137454,138685,141058,142622","131426,813,10382","why:","honestly:#ididnt"
"A38HCU1O9OS0C5","ilsp140j","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","6","77773","bb,b4a,b4b,b3c,b3b,b3a","39081,66731,71860,73936,76142,77773","77772,0,0","why:There may be other groups using the secure lab room.","honestly:#iread"
"A2WX0GMSZUCP83","ilsulphz","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","2","64826","b1,b3a","61968,64826","52934,2608,9283","why:at least implies others may also","honestly:#iread"
"A1E8QOIXZ0AS2Y","ilsraf7y","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","7","81594","bb,b1,b3c,b3b,b4b,b4a,b3a","44848,62673,76145,77057,78681,79410,81594","81594,0,0","why:I  am not sure, since it seems that 3a was the answer..... member_of I thought was an issue as there are only two groups, systems and logic","honestly:#iread"
"AX50FCBTGARI6","ilt53qcv","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","5","6966","b1,b3b,b4b,b3c,b3a","3364,4441,5233,6224,6966","6966,0,0","why:","honestly:#iread"
"ABMX8XUNPR3LP","ilsolqb4","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","5","429058","bb,b3b,b4b,b2,b3a","364835,415317,424028,426394,429058","164642,101799,162617","why:It wouldn't. I was focused on the located_in angle","honestly:#iread"
"AVOBBUCPQF2G1","ilsomi7v","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","3","4987","bb,b4a,b3a","2955,4440,4987","4987,0,0","why:","honestly:#iread"
"ANGB67ECCF73","ilt0pfyk","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","4","38013","b4b,b4a,b1,b3a","33654,35414,36821,38013","33580,2216,2217","why:","honestly:#iread"
"A29AX5O8KL48F8","ilss6fqe","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","4","71360","b1,b2,bb,b3a","45721,64056,66630,71360","71360,0,0","why:I really am not sure \n","honestly:#iread"
"A3KSOAD08L2DGK","ilsrayuc","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","1","118563","b3a","118563","118563,0,0","why:It seemed to me that this part of the specification allowed for the possibility that other groups could also be located in the secure_lab Room.","honestly:#iread"
"A3DRYZ95VDUDK","ilsyz74d","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","1","63577","b3a","63577","63577,0,0","why:Only systems and logic groups are located in secure lab","honestly:#iread"
"A1GXPNXDLMT0QB","ilt0vp0b","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","3","11422","b4a,bb,b3a","7534,9599,11422","11421,0,0","why:","honestly:#iread"
"A7NZ814Q5MX2R","ilsolfgn","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","4","105490","bb,b2,b1,b3a","28722,77338,85669,105490","38366,913,66210","why:I was wrong originally and had to guess to get the screen to advance","honestly:#iread"
"A1GVGOWYO5DLZO","ilsof216","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","5","38950","b3b,b2,b3c,b4b,b3a","31644,36578,37444,38231,38950","30160,8790,0","why:","honestly:#ididnt"
"A2LCFORIW0NF1S","ilsul1u4","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","1","56506","b3a","56506","37826,10368,8312","why:","honestly:#iread"
"A1A1RNLLRZNQWB","ilswvchm","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","5","28485","b4b,b3b,b3c,b4a,b3a","23428,25695,26859,27602,28485","28485,0,0","why:","honestly:#iread"
"A182UKZLGBBDLQ","ilst9jdr","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","3","15167","b4a,b3c,b3a","11918,14134,15167","15166,0,0","why:At least doesn't make any sense.","honestly:#iread"
"A2HNL20X0Q9BP0","ilsq1ijn","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","2","82168","b4b,b3a","63312,82168","43879,408,37881","why:this allows for other groups to be in the room which a person can be a member of, if a person is a member of one of these other groups then the assertion becomes false when they are not part of the systems or logic group.","honestly:#iread"
"A3HKIWF1E4QCUT","ilsoppt2","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","3","4257","b1,b2,b3a","3330,3810,4257","4257,0,0","why:","honestly:#ididnt"
"A2TXWYY91LRGJG","ilszx7dr","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","4","110116","b4b,b1,b2,b3a","93309,102982,107447,110116","110116,0,0","why:","honestly:#iread"
"AI4AWKQUHNS3N","ilsoznl3","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","1","121538","b3a","121538","121538,0,0","why:Changing at least to the hard conditional must, would make the assertion true","honestly:#iread"
"A368UU9FU3HDP2","ilsohtao","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","3","107453","b1,b4b,b3a","73567,92401,107452","97734,4060,5658","why:The two groups have to be the only ones there.","honestly:#iread"
"A21EZISIJ3JPSW","ilsq6cbj","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","6","73872","b4b,b3b,b3c,b4a,bb,b3a","56783,67020,68656,70340,71352,73872","7648,6549,59675","why:TAKING OUT AT LEAST WOULD CHANGE THE STATEMENT. ","honestly:#iread"
"A2ADEPVGNNXNPA","ilsqungm","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","3","41214","b2,bb,b3a","34374,38973,41214","41213,0,0","why:","honestly:#ididnt"
"workerId","postId","experimentID","taskID","_clicks_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_BRM","_time_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_BRM","_clickorder_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_BRM","_clicktime_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_BRM","_scenariotime_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_BRM","_why_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_BRM","_honestly_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_BRM"
"A19C6T7B0H4PAQ","ilsr51lq","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","1","34925","bb","34925","34925","why:I left everything the same","honestly:#iread"
"A1FLNAFLLO3UPK","ilsp0gw6","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","1","290195","bb","290195","290194","why:Some card holders are both employees and customers.","honestly:#iread"
"AG7F3QKOQJGYR","ilsszmc6","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","3","205258","b4a,b4b,bb","134995,201809,205258","205257","why:None of the specification changes listed would make the assertion false.","honestly:#iread"
"A3HTLXAPOBCVVO","ilsof6le","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","1","297631","bb","297631","297631","why:","honestly:#iread"
"AYXDE087J2KO","ilspdvbu","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","6","74049","b2,b1,b4a,b3,b4b,bb","55913,61864,65180,69924,72572,74049","74049","why:","honestly:#ididnt"
"A14MOF7D5EUMH1","ilsp4z56","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","6","38860","b4a,b4b,b2,b3,b1,bb","29189,30876,34755,36339,37371,38860","38859","why:","honestly:#iread"
"AS68QSR9OKM0N","ilstinx3","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","1","1429028","bb","1429028","1429028","why:Nothing needs to be changed. A person could be a customer or employee.","honestly:#iread"
"A2M5VW97GIYLHB","ilspi96r","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","6","39790","b1,b3,b4a,b4b,b2,bb","34540,35937,37546,38355,39042,39790","39790","why:I was not sure which one it was, I was positve it was one, then when I clicked it ended up being wrong.","honestly:#iread"
"A100VV1V2XDQI7","ilsp4avu","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","4","181928","b4a,b2,b4b,bb","168000,175855,180614,181928","181928","why:The card belongs to a customer, and each person that can get credit is a customer.","honestly:#iread"
"A3BL2ZEODD79AZ","ilsohcju","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","6","22239","b1,b3,b2,b4b,b4a,bb","14895,19094,19959,20678,21270,22239","22239","why:","honestly:#iread"
"A2XBHKT0KXRFE5","ilsr0ohi","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","5","88196","b1,b4a,b2,b3,bb","48415,62547,83465,84410,88196","88196","why:","honestly:#iread"
"A144CG4DJ1O4P3","ilsot139","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","5","6727","b3,b1,b4b,b4a,bb","3584,4378,5362,6133,6727","6726","why:","honestly:#iread"
"A1TPGQAHLMY6UK","ilsrlw7h","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","2","77766","b2,bb","59666,77766","77766","why:","honestly:#iread"
"A77K8W55MJEKX","ilsonmdn","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","6","19900","b4b,b2,b3,b4a,b1,bb","5700,7388,10300,11963,13551,19900","19900","why:any customer can apply for store credit","honestly:#iread"
"A1XJ9VFOJ4LP2X","ilsp1yox","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","1","34668","bb","34668","34668","why:There is no assumption regarding a customer","honestly:#iread"
"A3RQN5RZD1N2KP","ilso7lux","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","1","38886","bb","38886","38886","why:There is no specification that defines which is a person and which is an employee","honestly:#iread"
"A3GYJ7ZDKUZP7L","ilsv4820","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","3","73151","b4b,b1,bb","71303,72382,73151","73150","why:I can't really see any problems with this one.","honestly:#iread"
"A256YQIKQ2IO3W","ilstjud6","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","6","111893","b3,b2,b4a,b4b,b1,bb","93812,105004,108398,109353,110827,111893","111893","why:","honestly:#iread"
"A2749DC85C9H0F","ilsz2giw","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","2","142701","b2,bb","126309,142701","142701","why:I clarifies that the person with the card is a customer.","honestly:#iread"
"A1WYZXOTTP17YO","ilso99u4","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","1","206082","bb","206082","206080","why:Everything comes in order and it is chain linked.","honestly:#iread"
"A39WGGJ22N4S4F","iltf7vzl","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","6","97689","b1,b4b,b4a,b2,b3,bb","81962,92473,94457,95755,96672,97689","97689","why:","honestly:#iread"
"A3UNLVZ3F1EZBS","ilszsl9a","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","6","168890","b4b,b2,b4a,b3,b1,bb","25665,40314,41642,46169,49994,168890","168890","why:Because it goes best with the counter examples","honestly:#iread"
"A1YM0IWPC72J7V","ilspjq35","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","3","87383","b1,b2,bb","79591,86501,87383","87383","why:Because there is no counterexamples and it makes sense.","honestly:#iread"
"A2RMQFCSUFD6F6","ilsptbf9","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","6","63101","b1,b4a,b4b,b2,b3,bb","45568,51805,53357,59246,61672,63101","63101","why:No change, new assertion needed. ","honestly:#iread"
"APLMF2VYZL92B","ilsoaq1b","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","6","139096","b4a,b1,b3,b2,b4b,bb","106806,128403,129261,137226,138345,139096","139095","why:","honestly:#iread"
"A1W36Q5THCHYUZ","ilsuglj3","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","2","133964","b2,bb","133297,133964","133964","why:","honestly:#iread"
"A29N8JHTKLT99B","ilsrx4lr","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","1","541890","bb","541890","541888","why:Only customers own a non-empty set of cards.","honestly:#iread"
"A93ALGAFX49BF","ilsvjd9a","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","2","7049","b4b,bb","3371,7049","7049","why:","honestly:#iread"
"A2ISQVMIK1WF0H","ilssild8","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","1","88095","bb","88095","88094","why:Nothing to change.","honestly:#iread"
"A38HCU1O9OS0C5","ilsp140j","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","1","34989","bb","34989","34989","why:Employees authorize the rebates, which would imply they do not receive them.","honestly:#iread"
"A2WX0GMSZUCP83","ilsulphz","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","6","68962","b2,b1,b3,b4b,b4a,bb","61829,64332,65388,66643,68157,68962","68963","why:Everything seems fine","honestly:#iread"
"A1E8QOIXZ0AS2Y","ilsraf7y","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","6","55153","b1,b4a,b4b,b3,b2,bb","42240,44488,45600,50176,50880,55153","55153","why:This really doesn't make sense....... None of the options worked.","honestly:#iread"
"AX50FCBTGARI6","ilt53qcv","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","6","5869","b4b,b1,b2,b4a,b3,bb","2534,3351,4086,4695,5275,5869","5869","why:","honestly:#iread"
"ABMX8XUNPR3LP","ilsolqb4","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","4","118441","b4a,b2,b1,bb","89685,115019,116793,118441","118440","why:If possible to chance A Person specifically to A Customer","honestly:#iread"
"AVOBBUCPQF2G1","ilsomi7v","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","2","2675","b4b,bb","2042,2675","2675","why:","honestly:#iread"
"ANGB67ECCF73","ilt0pfyk","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","6","21438","b4a,b4b,b2,b3,b1,bb","15671,18376,19391,20224,20870,21438","21438","why:","honestly:#iread"
"A29AX5O8KL48F8","ilss6fqe","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","6","110819","b4a,b1,b4b,b2,b3,bb","70906,99151,101466,105567,108258,110819","110819","why:because apparently nothing need to be change to make the assertion true\n","honestly:#iread"
"A3KSOAD08L2DGK","ilsrayuc","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","2","95918","b4a,bb","93350,95918","95918","why:The specification says that a Person can apply a Rebate, and a Person can be either a Customer or an Employee. Thus store_credit can be applied by either a Customer or an Employee.","honestly:#iread"
"A3DRYZ95VDUDK","ilsyz74d","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","6","164969","b4a,b4b,b2,b3,b1,bb","102462,118241,124037,126070,127401,164969","164969","why:An ""customer"" can apply a store credit","honestly:#iread"
"A1GXPNXDLMT0QB","ilt0vp0b","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","1","4290","bb","4290","4289","why:","honestly:#iread"
"A7NZ814Q5MX2R","ilsolfgn","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","1","57051","bb","57051","57050","why:","honestly:#iread"
"A1GVGOWYO5DLZO","ilsof216","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","6","20114","b3,b4b,b1,b2,b4a,bb","15325,16545,17362,18162,19064,20114","20113","why:","honestly:#iread"
"A2LCFORIW0NF1S","ilsul1u4","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","1","68072","bb","68072","68072","why:","honestly:#iread"
"A1A1RNLLRZNQWB","ilswvchm","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","6","13446","b2,b4a,b4b,b3,b1,bb","5027,9452,10385,11459,12090,13446","13446","why:","honestly:#iread"
"A182UKZLGBBDLQ","ilst9jdr","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","6","147972","b1,b3,b2,b4b,b4a,bb","143499,144275,145363,145795,146443,147972","147972","why:","honestly:#ididnt"
"A2HNL20X0Q9BP0","ilsq1ijn","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","3","97535","b4a,b4b,bb","66847,88495,97535","97535","why:interesting...changing 1a to 'A Customer can_apply' would make the assertion true - similarly, changing 1b to 'the rebate is loaded_on a card the person owns AND the person is a customer' would make it true.\n\nAdding a new assumption would fix it by dividing cards into non overlapping subclasss of customer owned and employee owned.","honestly:#iread"
"A3HKIWF1E4QCUT","ilsoppt2","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","6","5689","b4a,b4b,b2,b3,b1,bb","2268,2678,3092,3612,4076,5689","5688","why:","honestly:#ididnt"
"A2TXWYY91LRGJG","ilszx7dr","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","1","65909","bb","65909","65909","why:","honestly:#iread"
"AI4AWKQUHNS3N","ilsoznl3","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","2","96189","b4a,bb","75717,96189","96189","why:There was no assumption that could be changed to make the assertion true","honestly:#iread"
"A368UU9FU3HDP2","ilsohtao","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","1","122797","bb","122797","122796","why:A new assumption must be entered to prevent employee access to store credit.","honestly:#iread"
"A21EZISIJ3JPSW","ilsq6cbj","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","1","21484","bb","21484","21484","why:EMPLOYEES GIVE OUT THE CARDS SO THEY MUST BE A CUSTOMER. ","honestly:#iread"
"A2ADEPVGNNXNPA","ilsqungm","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BRM","1","33050","bb","33050","33050","why:Based on previous answer","honestly:#ididnt"
"workerId","postId","experimentID","taskID","_clicks_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_ORM","_time_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_ORM","_clickorder_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_ORM","_clicktime_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_ORM","_scenariotime_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_ORM","_why_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_ORM","_honestly_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_ORM"
"A19C6T7B0H4PAQ","ilsr51lq","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","ORM","1","30934","b3a","30934","30934","why:At least implies there are more than two genres, while the assertation is of only two genres. ","honestly:#iread"
"A1FLNAFLLO3UPK","ilsp0gw6","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","ORM","2","589937","bb,b3a","581866,589937","589937","why:For the assertion to be true ""At least"" would need to be changed to ""Only"".","honestly:#iread"
"AG7F3QKOQJGYR","ilsszmc6","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","ORM","1","232304","b3a","232304","232303","why:If ""At Least"" was changed to ""Only"" the assertion would be true.  This would allow only history and biography genres to be in the nonfiction section.","honestly:#iread"
"A3HTLXAPOBCVVO","ilsof6le","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","ORM","2","201410","bb,b3a","164103,201410","201410","why:","honestly:#iread"
"AYXDE087J2KO","ilspdvbu","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","ORM","1","343246","b3a","343246","343246","why:because it's non-fiction.","honestly:#iread"
"A14MOF7D5EUMH1","ilsp4z56","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","ORM","4","64451","b2,b4a,b4b,b3a","54603,60802,62994,64451","64451","why:","honestly:#iread"
"AS68QSR9OKM0N","ilstinx3","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","ORM","1","23859","b3a","23859","23859","why:The wording at least implies that other genres exist in this section","honestly:#iread"
"A2M5VW97GIYLHB","ilspi96r","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","ORM","5","38587","b3c,b1,b4b,b2,b3a","31728,33213,36690,37775,38587","38587","why:I am trying to figure this out, but it is not very well explained. ","honestly:#iread"
"A100VV1V2XDQI7","ilsp4avu","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","ORM","1","19802","b3a","19802","19802","why:There's no need to add it.","honestly:#iread"
"A3BL2ZEODD79AZ","ilsohcju","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","ORM","4","21002","b3b,bb,b3c,b3a","13961,17160,20001,21002","21002","why:","honestly:#iread"
"A2XBHKT0KXRFE5","ilsr0ohi","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","ORM","1","114308","b3a","114308","114308","why:","honestly:#iread"
"A144CG4DJ1O4P3","ilsot139","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","ORM","6","9420","b3c,b4b,b3b,b2,bb,b3a","2862,5748,6783,7827,8521,9420","9419","why:","honestly:#iread"
"A1TPGQAHLMY6UK","ilsrlw7h","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","ORM","1","32146","b3a","32146","32146","why:","honestly:#iread"
"A77K8W55MJEKX","ilsonmdn","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","ORM","2","16967","b2,b3a","10303,16967","16967","why:The word at least when removed will single out history and biography genres","honestly:#iread"
"A1XJ9VFOJ4LP2X","ilsp1yox","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","ORM","1","31849","b3a","31849","31849","why:Removing ""at least"" makes it true.","honestly:#iread"
"A3RQN5RZD1N2KP","ilso7lux","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","ORM","1","38148","b3a","38148","38148","why:There are other genres that could be located in the nonfiction section that aren't history or biography","honestly:#iread"
"A3GYJ7ZDKUZP7L","ilsv4820","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","ORM","1","76395","b3a","76395","76395","why:Other genres involved lead to error.","honestly:#iread"
"A256YQIKQ2IO3W","ilstjud6","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","ORM","2","84098","b3b,b3a","82551,84098","84098","why:","honestly:#iread"
