"workerId","postId","experimentID","taskID","q1","tasks/triple-POS-INT.html_time","tasks/triple-POS-INT.html_test0","tasks/triple-POS-INT.html_test1","tasks/triple-POS-INT.html_test2","tasks/triple-POS-INT.html_test3"
"A2AMI7BVALOCJP","jamsqcr2","tasks/triple-POS-FLOAT.html,tasks/adding-machine-WITH-00.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-FOUR-XS.html","tasks/sum-sublists-EMPTY-LIST.html","Python","57895","[[2, 3]],[5]","[[4, 6]],[10]","[[3, 4]],[7]","[[5, 6]],[11]"
"AMY9FF4EMW50O","jamqp104","tasks/triple-POS-FLOAT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-THREE-XS.html","tasks/sum-sublists-EMPTY-LIST.html","it was backwards in some aspects","88682","[[2, 3]],[5]","[3,4],[7]","[4,5],[9]","[2,3],[5]"
"workerId","postId","experimentID","taskID","q1","tasks/sum-sublists-EMPTY-SUBLIST.html_time","tasks/sum-sublists-EMPTY-SUBLIST.html_test0","tasks/sum-sublists-EMPTY-SUBLIST.html_test1","tasks/sum-sublists-EMPTY-SUBLIST.html_test2","tasks/sum-sublists-EMPTY-SUBLIST.html_test3"
"A194HYD53ONJOY","jammfa31","tasks/triple-POS-FLOAT.html,tasks/adding-machine-WITH-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-THREE-XS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","Main languages used: JS, PHP and Java. ","372179","[[7, 5]],[12]","[[-1, 5], [0, 0]],[4, 0]","[[1, 2], [], [3.4]],[3, 0, 7]","[[], [5, 6]],[0, 11]"
"A2WMLZ23Z4ZRIE","jamo75iy","tasks/triple-NEG-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-THREE-XS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","css, i work with web design, no issues with survey","152356","[[7, 5]],[12]","[[4,6,9]],[19]","[[4,2,6],[3,5,2]],[12,10]","[[3,5,9,2],[3,4]],[19,7]"
"A28HB7240OFGEW","jammseid","tasks/triple-NEG-INT.html,tasks/adding-machine-EMPTY-LIST.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-NO-XXS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","I don't use any programming languages. I do not work with programming. Only a little wordpress here and there and I think that is CSS. No issues, I'm just not sure I did them correctly. ","164259","[[7, 5]],[12]","[[6,4]],[10]","[[8,3], [2,3]],[11, 5]","[[8,8]] ,[16]"
"A1PTH9KTRO06EG","jamlurzp","tasks/triple-NEG-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-NO-XXS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","Java, and no I did not when I was in school. Survey went smoothly!","107023","[[7, 5]],[12, 0]","[[4, 8]],[12, 0]","[[7, 9]],[16, 0]","[[6, 7, 8]],[21, 0]"
"A23EWFNNOUS10B","jamlmeoq","tasks/triple-POS-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-FOUR-XS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","C++, no issues","79623","[[7, 5]],[12]","[[2,8]],[10]","[[3,9]],[12]","[[6,4]],[10]"
"A1JT9DNDMSQ34E","jamnp45m","tasks/triple-NEG-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-THREE-XS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","nope","135172","[[7, 5]],[12,0]","[[1,5]],[6,0]","[[4,3]],[7,0]","[[5,6]],[11,0]"
"A36A510EEJ0NOC","jamnlv3j","tasks/triple-POS-INT.html,tasks/adding-machine-WITH-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-FOUR-XS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","No","135910","[[7, 5]],[12]","[[3, 9, 1]],[13]","[[5, 2, 3]],[10]","[[4, 7, 9, 0, 0]],[20]"
"A1N1XX269GGJSR","jammpokl","tasks/triple-POS-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","C#, went to college for computer science, now I program","116422","[[7, 5]],[12]","[[], [1,2]],[0, 3]","[[2, 8] , [2, 3]],[10, 5]","[[1, 0], [0, 1]],[1, 1]"
"AB774I47XHB4K","jammrd98","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-THREE-XS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","the first one","152295","[[7, 5]],[12,0]","[[8,5]],[13,0]","[[6,4]],[10,0]","[[5,3]],[8,0]"
"A24WDE3E887KCO","jammuyzv","tasks/triple-POS-INT.html,tasks/adding-machine-WITH-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-FOUR-XS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","FORTRAN. No. No.","235817","[[7, 5]],[12]","[[1,2],[5,9,11]],[3,25]","[[10,-5],[-7,7]],[5,0]","[[2,2,2],[2,-2,2]],[6,2]"
"A33QUS4NRVVMTN","jamlmpuo","tasks/triple-NEG-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-THREE-XS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","HTML or BBC. I worked with some programming in school. I did not have any issues with the study; everything worked as intended. ","84340","[[7, 5]],[12]","[[10, 15]],[25]","[[6, 5]],[11]","[[25, 6]],[31]"
"AVBRJBJONL47I","jamqav80","tasks/triple-NEG-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","c++, work, no problems","199845","[[7, 5]],[12]","[[1,2],[3,4,5],[6],[7,7],[0]],[3,12,6,14,0]","[[],[],[],[],[],[],[],[],[],[],[],[]],[0,0,0,0,0,0,0,0,0,0,0,0]","[[-1,1],[-1,-2],[-1,-2,-3]],[0,-3,-6]"
"A2ZJAEL03VTZ8","jamm7i87","tasks/triple-NEG-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-FOUR-XS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","none","378511","[[7, 5]],[12]","[[3, 5]],[8]","[[5, 1], [5]],[6,  5]","[[2, 7], [2, 3]],[9, 5]"
"A2VWG0L5JHOBWN","jamlmdru","tasks/triple-POS-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-NO-XXS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","Java, no issues","104006","[[7, 5]],[13, 0]","[[8,6]],[14,0]","[[10,5]],[15,0]","[[11,6]],[17,0]"
"A00705991ERAT34HG0R39","jamqw4we","tasks/triple-POS-FLOAT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-NO-XXS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","SQL. Yes. No","64911","[[7, 5]],[12]","[[2, 9]],[11]","[[3, 5]],[8]","[[1, 3, 6]],[10]"
"A1362Z1A98OYI0","jamti2qe","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-WITH-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-EMPTY-STRING.html","tasks/sum-sublists-EMPTY-SUBLIST.html","I use Java in a very basic way. I do not work with program as a part of work. I did not have any issues with the survey.","283150","[[7, 5]],[12]","[[7, 2, 14], [5, 4], [3]],[23, 9, 3]","[[], [2,1,1], [7], [], [6, 2]],[0, 4, 7, 0, 8]","[[]],[0]"
"A1BNR1ZAF1QGWG","jamm1pw4","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","no problems","152562","[[7, 5]],[12, 0]","[[2, 7]],[9, 0]","[[1, 1]],[2, 0]","[[3, 5]],[8, 0]"
"A2CHDWKAYZ3P3E","jamlro62","tasks/triple-NEG-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-THREE-XS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","I use python the most, as a hobby and for business purposes. No issues with the survey. Great study!","152129","[[7, 5]],[12, 0]","[[11, 3]],[14, 0]","[[4, 1]],[5,0]","[[9, 5]],[14, 0]"
"A3SD02HCW68EUL","jamlz4r7","tasks/triple-POS-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-NO-XXS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","c++","311248","[[7, 5]],[12,0]","[[1,2]],[3,0]","[[1,1]],[2,0]","[[2,2]],[4,0]"
"A29PB7Q7HNRJ5G","jamm5gwf","tasks/triple-NEG-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-NO-XXS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","java,yes,no","775045","[[7, 5]],[13,0]","[[7,-7]],[0]","[[5,-5]],[0]","[[13,-13]],[0]"
"A10YS8AVLQWUZZ","jamln37h","tasks/triple-POS-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","AutoHotkey, yes, no issues.","427027","[[7, 5]],[12]","[[0,0]],[0]","[[],[]],[0,0]","[[0]],[0]"
"A1EFQJS8R8ZEUR","jampsrct","tasks/triple-POS-FLOAT.html,tasks/adding-machine-WITH-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-NO-XXS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","No issues but you should be more explicit if you want us to put in braces. No mention of escape characters?\nFormer programmer (crossed over to PM), used to code VB","228769","[[7, 5]],[12]","[[1,2,3,4,5],[6,7,8,9,10]],[15,40]","[[3,2,1,0,1,0],[0,1,0,1,2,3]],[7,7]","[[0,0,1,0,1],[2,2,2,2,2]],[2,10]"
"A21T7YH1PNOXF6","jamnjjfi","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-WITH-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-EMPTY-STRING.html","tasks/sum-sublists-EMPTY-SUBLIST.html","NO ","141138","[[7, 5]],[12]","[[2,3], []],[5]","[[3,9], []],[12]","[[6,9], []],[15]"
"A204JAK7QRDWVM","jamloetl","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-NO-XXS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","Python is my preferred language, and yes I use it for work. No issues with the survey.","150059","[[7, 5]],[12]","[[5,4], [0,1,3]],[9, 4]","[[1, 3, 2], [0,0,1]],[5, 1]","[[1,1,0], []],[2, 0]"
"A2U5K5WW79T4Q2","jamloz3a","tasks/triple-POS-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-EMPTY-STRING.html","tasks/sum-sublists-EMPTY-SUBLIST.html","VB","92165","[[7, 5]],[12]","[[4,3]],[7]","[[2,3]],[5]","[[3,5]],[8]"
"AXJJYIFR3JVRJ","jampihpn","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-WITH-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","Java. Yes. None at all.","87413","[[7, 5]],[12]","[[],[0]],[0,0]","[[1],[0],[-1,1]],[1,0,0]","[[]],[0]"
"A1VFXUT4WS5VT","jamrka9p","tasks/triple-POS-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","i know java language,  i didn't find any issues ","125227","[[7, 5]],[12]","[[8,6],[6,2]],[14,8]","[[9,7],[7,4]],[16,11]","[[10,8],[8,6]],[18,14]"
"A3MK7F6KT80AZT","jammbhdt","tasks/triple-NEG-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","I primarily use C++ and use programming fairly regularly.","185215","[[7, 5]],[12]","[[12,41],[15,73,16]],[53,104]","[[75,91,15],[15,16],[7,9,1]],[181,31,17]","[[11,13,85,4],[],[4,62],[],[54]],[113,0,66,0,54]"
"A3BFMY5OX2WMUW","jamrcyex","tasks/triple-NEG-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-THREE-XS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","AutoHotkey, use it for work, a lot. No issues, thank you","165422","[[7, 5]],[12]","[[0, 2, 7],[4, 8]],[9, 12]","[[1, 5]],[6]","[[2,4,9],[2]],[15,2]"
"A2GAQZAZWV01PU","jamnlogc","tasks/triple-POS-INT.html,tasks/adding-machine-WITH-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-THREE-XS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","The survey does not have a validation code. I am going to put my ID instead. A2GAQZAZWV01PU","136833","[[7, 5]],[12]","[[6,3]],[9]","[[8,3], [9,9]],[11, 18]","[[2,2], [1,2,3,4,5]],[4,16]"
"AEOFJWOEXF94U","jamnueiz","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-FOUR-XS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","THE FIRST ONE","136745","[[7, 5]],[[12]]","[[5,8,0]],[[13,0]]","[[4,6,0]],[[10,0]]","[[7,4,0]],[[11,0]]"
"A305KD2HBUUCMQ","jamo5u5r","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","c++","107841","[[7, 5]],[[12]]","[[12]],[[24]]","[[24]],[[48]]","[[48]],[[96]]"
"A1HN4550TIXQBZ","jammy9s5","tasks/triple-POS-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","N/A","95454","[[7, 5]],[12]","[[8, 6], []],[14, 0]","[[9, 7]],[16]","[[10, 8], []],[18, 0]"
"A3CDT7S9CRGIEG","jamqgd60","tasks/triple-NEG-INT.html,tasks/adding-machine-EMPTY-LIST.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-THREE-XS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","n/a","166192","[[7, 5]],[12]","[[2,3]],[5]","[[6,2]],[8]","[[12,2]],[14]"
"ABL3H3O3BI8ZD","jamlsfws","tasks/triple-POS-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","Swift, school and no.","117822","[[7, 5]],[12,0]","[1,2],[3,0]","[5,5],[10,0]","[2,2],[4,0]"
"A2ELMQQHEDABQ5","jampqtvq","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-WITH-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-FOUR-XS.html","tasks/sum-sublists-EMPTY-SUBLIST.html","Java, Yes I work with program as part of work. I did not have issues with the survey but I don't see any code to paste other than it says to ""please submit comments first"". Thank you!","134531","[[7, 5]],[12]","[[2,8],[1]],[10,1]","[2,3],[5]","[0,1,3],[4]"
"workerId","postId","experimentID","taskID","q1","tasks/first-half-EVEN-LENGTH.html_time","tasks/first-half-EVEN-LENGTH.html_test0","tasks/first-half-EVEN-LENGTH.html_test1","tasks/first-half-EVEN-LENGTH.html_test2","tasks/first-half-EVEN-LENGTH.html_test3"
"A2HC9549CZAKNN","jammd8kv","tasks/triple-POS-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/first-half-EVEN-LENGTH.html","I use C+ and i mainly use it for school. There were no issues with the survey. ","105944","“hihi”,""hi""","""whatnew"",""what""","""whichway"",""which""","""findball"",""find"""
"A3US51RJ9AWSEE","jamve3q8","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-THREE-XS.html","tasks/first-half-EVEN-LENGTH.html","Javascript, don't really use program too much as I just took a class in high school, no issues.","91992","“hihi”,""hi""","""whynot"",""why""","""goodbye"",""good""","""minioven"",""mini"""
"A2GFRYX2PIRT4S","jampldjf","tasks/triple-POS-INT.html,tasks/adding-machine-WITH-00.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-THREE-XS.html","tasks/first-half-EVEN-LENGTH.html","html","109450","“hihi”,""hi""","""boathouse"",""boat""","""catfish"",""cat""","""girlfriend"",""girl"""
"A1USR9JCAMDGM3","jamlunmu","tasks/triple-POS-FLOAT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-THREE-XS.html","tasks/first-half-EVEN-LENGTH.html","First time doing anything like this so I hope I did okay.  I had no issues with the survey.","64594","“hihi”,""hi""","""showtime"",""show""","""stopwatch"",""stop""","""trytry"",""try"""
"A2WMLZ23Z4ZRIE","jamo75iy","tasks/triple-NEG-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-THREE-XS.html","tasks/first-half-EVEN-LENGTH.html","css, i work with web design, no issues with survey","189757","“hihi”,""hi""","""howdyhowdy"",""howdy""","""poophome"",""poop""","""heytry"",""hey"""
"A2AEY7AGQYBN6X","jammoyxx","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-EMPTY-LIST.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-EMPTY-STRING.html","tasks/first-half-EVEN-LENGTH.html","C#","36931","“hihi”,""hi""","""catdog"",""cat""","""dogdog"",""dog""","""i"",""i"""
"A2RBF3IIJP15IH","jamlp5wr","tasks/triple-POS-INT.html,tasks/adding-machine-WITH-00.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-FOUR-XS.html","tasks/first-half-EVEN-LENGTH.html","I use CSS and HTML a lot, I had no issues with the survey.","276261","“hihi”,""hi""","""everyday"",""every""","""talkphone"",""talk""","""incontrol"",""in"""
"A239EUWY6SNDEZ","jamm3cdb","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-EMPTY-LIST.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/first-half-EVEN-LENGTH.html","pretty good  hit and I don't have a bunch of programming knowledge","93647","“hihi”,""hi""","""goodbye"",""good""","""heythere"",""hey""","""walkaway"",""walk"""
"A23EWFNNOUS10B","jamlmeoq","tasks/triple-POS-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-FOUR-XS.html","tasks/first-half-EVEN-LENGTH.html","C++, no issues","88495","“hihi”,""hi""","""hijohn"",""hi""","""helloanne"",""hello""","""yourelate"",""youre"""
"A36A510EEJ0NOC","jamnlv3j","tasks/triple-POS-INT.html,tasks/adding-machine-WITH-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-FOUR-XS.html","tasks/first-half-EVEN-LENGTH.html","No","56585","“hihi”,""hi""","""goodbye"",""good""","""underhanded"",""under""","""sunshine"",""sun"""
"A1B90DCBBNQKRU","jamlr26f","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-WITH-00.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-NO-XXS.html","tasks/first-half-EVEN-LENGTH.html","c++","211195","“hihi”,""hi""","""hi"",""h""","""h"",""""",""""","""""
"AB774I47XHB4K","jammrd98","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-THREE-XS.html","tasks/first-half-EVEN-LENGTH.html","the first one","269078","“hihi”,""hi""","""hellloooo"",""hello"" ","""jellocaning"",""jello""","""mellowyellow"",""mellow"""
"A1ZHKUTYIDG5OG","jamo31ft","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-WITH-00.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-THREE-XS.html","tasks/first-half-EVEN-LENGTH.html","no issues","337804","“hihi”,""hello""","""Iamtired"",""Go to sleep""","""let'sgo"",""where are we going""","""What'syourname"",\n\n\n""My name is Bob"" "
"A18LPAFMK1B06K","jamltazw","tasks/triple-POS-INT.html,tasks/adding-machine-WITH-00.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-FOUR-XS.html","tasks/first-half-EVEN-LENGTH.html","Java","83137","“hihi”,""hi""","""hello"",""he""","""abc"",""a""","""hihihi"",""hih"""
"A2RR04JS69Z5LE","jamn7wvi","tasks/triple-POS-FLOAT.html,tasks/adding-machine-EMPTY-LIST.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-EMPTY-STRING.html","tasks/first-half-EVEN-LENGTH.html","No","59451","“hihi”,""hi""","""helloteacher"",""hello""","""tacobell"",""taco""","""whatsup"",""whats"""
"A33QUS4NRVVMTN","jamlmpuo","tasks/triple-NEG-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-THREE-XS.html","tasks/first-half-EVEN-LENGTH.html","HTML or BBC. I worked with some programming in school. I did not have any issues with the study; everything worked as intended. ","71109","“hihi”,""hi""","""gogo"",""go""","""takenaway"",""taken""","""difficultpath"",""difficult"""
"A1F1X57CUVKKLP","jamn6t34","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-EMPTY-LIST.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/first-half-EVEN-LENGTH.html","The sliders in the text entry boxes obscured what I was typing.","109535","“hihi”,""hi""","""hither"",""hit""","""aword"",""awo""","""word"",""wo"""
"A2VWG0L5JHOBWN","jamlmdru","tasks/triple-POS-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-NO-XXS.html","tasks/first-half-EVEN-LENGTH.html","Java, no issues","89838","“hihi”,""hey""","""hola"",""hi""","""yo"" ,""sup""","""what's good"",""ah ah ah"""
"A2BJULD0NVFD30","jampyoav","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-WITH-00.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-NO-XXS.html","tasks/first-half-EVEN-LENGTH.html","Not sure, sometimes, and none","62737","“hihi”,""hi""","""byebye"",""bye""","""goodgood"",""good""","""badbad"",""bad"""
"A3SD02HCW68EUL","jamlz4r7","tasks/triple-POS-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-NO-XXS.html","tasks/first-half-EVEN-LENGTH.html","c++","1693319","“hihi”,""hi""","""goodmorining"",""good""","""kackjill"",""jack""","""sunnyday"",""sunny"""
"A29PB7Q7HNRJ5G","jamm5gwf","tasks/triple-NEG-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-NO-XXS.html","tasks/first-half-EVEN-LENGTH.html","java,yes,no","194943","“hihi”,""hi""","""nightnight"",""night""","""goodbye"",""bye""","""okeydokey"",""okay"""
"A204JAK7QRDWVM","jamloetl","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-NO-XXS.html","tasks/first-half-EVEN-LENGTH.html","Python is my preferred language, and yes I use it for work. No issues with the survey.","102502","“hihi”,""hi""","""leapfrog"",""leap""","""crabapple"",""crab""","""hotdog"",""hot"""
